41,重庆仲晟农业发展有限公司,18996640993,重庆市云阳县人和街道立新社区二组,,,,黄毅
42,重庆禹舜生态文化旅游发展有限公司,13908360890,重庆市璧山区璧泉街道福顺大道9号附147、148、149、150号,,,,王俊
43,重庆市南川区安国英笋竹种植场,15923730924,重庆市南川区水江镇山水村5组,,,,安国英
44,重庆优卡多生态农业开发有限公司,13883183299,重庆市江津区珞璜镇同福村,,,,杨明宽
45,重庆市长寿区朱朱园艺经营部,15215020188,重庆市长寿区凤城桃花东路9号3幢3单元1-4,,,,朱玉芳
46,重庆市叁晖农业开发有限公司,18673553233,重庆市黔江区正阳街道黔州大道西段50号,,,,朱丹
47,重庆市涪陵区维奥畜牧发展有限公司,13627645090,重庆市涪陵区马武镇石干村4组,,,,杨露
48,彭水县天蓬生猪养殖场,18723969889,重庆市彭水县高谷镇大青村5组,,,,冉建梅
49,重庆四季旺生猪养殖专业合作社,18184743836,重庆市彭水县石盘乡香树村7组（小塘）,,,,刘小红
50,重庆市长寿区蒋万豪猪养殖场,13594138312,重庆市长寿区洪湖镇五龙村一组,,,,蒋夕武
51,彭水县海涛山羊养殖场,15095902589,重庆市彭水县双龙乡马岭村6组,,,,谢海涛
52,开县富驰农业综合开发有限公司,023-52355168,重庆市开县郭家镇麟龙村4组71号,,,,刘池军
53,彭水县赵家坪土鸡养殖场,13594990996,重庆市彭水县万足镇小河社区2组,,,,周念林
54,酉阳县多映土鸡养殖有限公司,15736610126,重庆市酉阳县酉酬镇溪口村1组,,,,李多印
55,巫溪县进春养殖场,18983511825,重庆市巫溪县凤凰镇双玉村二社,,,,陈进春
56,重庆市长寿区卓长群蛋鸡养殖场,023-40825550,重庆市长寿区云台镇八字村6组林岗,,,,卓长群
57,重庆市长寿区长秀蛋鸡养殖场,15923116189,重庆市长寿区云台镇八字村6组二郎坡湾,,,,李小松
58,重庆市长寿区王义清蛋鸡养殖场,13996132096,重庆市长寿区云台镇八字村林岗湾,,,,王义清
59,重庆市万盛经开区犹群养蜂场,15922709213,重庆市万盛区关坝镇兴隆村龙井社（刘绍容住宅）,,,,犹连刚
60,梁平县游农农家乐,13132331603,重庆市梁平县铁门乡长塘村7组,,,,邓显左
61,重庆益宝康农业开发有限公司,46765557,重庆市荣昌区昌州街道昌龙大道37号2幢14-6,,,,张本晓
62,重庆市合川区李华桥水产养殖场,13896051052,重庆市合川区钱塘镇广贤村11组,,,,李华桥
63,重庆市江津区钟缀水产养殖场,18725895188,重庆市江津区夏坝镇双新村6组,,,,钟伟昭
64,重庆市江津区贺缀水产养殖场,15823252012,重庆市江津区夏坝镇双新村6组,,,,贺羲
65,重庆市长寿区黄毛水产养殖场,18983935348,重庆市长寿区云台镇寨口村6组黄家湾,,,,黄儒明
66,重庆市巴南区罗伟花木种植场,13996038912,重庆市巴南区姜家镇蔡家寺村垭口组,,,,罗安华
67,重庆市巴南区华荣甲鱼养殖场,15310291650,重庆市巴南区姜家镇蔡家寺村垭口组5号,,,,陈开华
68,重庆石桥煤业有限公司,13883832699,重庆市万盛经开区南桐镇石桥村跃进社,,,,石洪刚
69,重庆铂屹矿业有限公司,2378416012,重庆市彭水县保家镇鹿山居委4组  ,,,,刘成武
70,重庆市豆来香食品开发有限公司,18723549826,重庆市开县义和镇相辞村8组,,,,张小洪
71,巫溪县多乐谷食品有限公司,18996606076,重庆市巫溪县宁河街道桥南街6号,,,,杨伯菊
72,荣昌县发运食品加工厂,13272645818,重庆市荣昌区河包镇核桃村一组,,,,舒延彬
73,彭水何氏酒业有限公司,2378416307,重庆市彭水县梅子垭镇梅花村1组（半坡）,,,,何勤勇
74,重庆东兴丹服饰有限公司,13629788068,重庆市巴南区麻柳沿江开发区重庆中国轻纺服装城项目C3栋,,,,陈宗平
75,重庆市沁元康虹服饰有限公司,15922797591,重庆市巴南区麻柳沿江开发区重庆中国轻纺服装城项目C4栋,,,,陈伟
76,重庆市彦虹服饰有限公司,15922797591,重庆市巴南区麻柳沿江开发区重庆中国轻纺服装城项目C4栋,,,,陈伟
77,重庆与赋服装设计有限公司,17708311779,重庆市巴南区李家沱融汇大道2号24幢8-4,,,,傅世燕
78,重庆尚齐家具有限公司,13983223899,重庆市九龙坡区白市驿镇清河村8社,,,,钱中明
79,重庆市永赞家居有限公司,023-47618666,重庆市江津德感街道高桥溪村白家社,,,,曾强
80,重庆市丰凯纸制品有限公司,15823000813,昌州街道,,,,洪琪媛
81,重庆英航化工有限公司,13368298227,重庆市巴南区经济园区界石组团A区石桂大道,,,,索小英
82,重庆国际医药发展有限公司,66425178,南泉镇,,,,陈兵
83,重庆拉法基瑞安特种水泥有限公司,15923329655,重庆市渝中区渝建村132号14-3#,,,,郑志龙
84,重庆市铜梁区康济建材有限公司,13983157604,重庆市铜梁区蒲吕街道康济村6社,,,,陈敬德
85,重庆市千城照明有限公司,18580035481,重庆市潼南区梓潼街道办事处创业大道国际灯饰产业园7栋1层,,,,税长松
86,重庆博励建材有限公司,18602339050,南岸区鸡冠石镇石龙村老泥湾组,,,,金鑫
87,重庆市长寿区宝聚钢材经营部,15213418129,重庆市长寿区凤城凤园路15号,,,,夏东元
88,重庆市北碚区志和机械厂,13883842602,重庆市北碚区龙凤桥街道龙车村林家湾组,,,,杨健
89,重庆长江环保设备有限责任公司,13983972337,昌州街道板桥工业园区,,,,杨臣幸
90,重庆乾伦电器有限公司,13452474393,重庆市沙坪坝区凤凰镇威灵寺村大田坎社,,,,李世梅
91,彭水县亿鼎塑钢门窗加工经营部,13896439933,重庆市彭水县靛水街道张家社区2组,,,,任秋生
92,酉阳县黄家坝水泥制品厂,13896816991,甘溪镇太平村二组,,,,黄道中
93,重庆科力线缆有限公司,15025425859,昌州街道,,,,肖伟锐
94,重庆兆速汽车零部件有限公司,13648385561,重庆市渝北区双凤桥街道创新路16号4幢,,,,赵汝勤
95,重庆励骏科技有限公司,2381694619,重庆市南岸区学府大道51号4号楼20-6,,,,邝贵琴
96,重庆瑞佳鞋业有限公司,13983139180,重庆市沙坪坝区中梁镇茅山峡村夏家湾社,,,,夏华春
97,重庆军之鑫机械有限公司,13368309977,重庆市沙坪坝区凤凰镇皂桷树村三社,,,,黄建军
98,重庆世达实业有限公司,13509412480,重庆市大渡口区新山村街道540号第六层,,,,芶玲
99,重庆英特建筑装饰设计工程有限公司,68802268,北部新区,,,,张廷汉
100,重庆市凯庆劳务有限公司,13708350719,重庆市经开区北区龙宁支路3号2幢18-2,,,,陈明生
101,重庆凯奕建筑劳务有限公司,18102346878,重庆市垫江县桂溪镇桂东大道城东五社新湾天子云庭A幢2单元406号,,,,杜辉刚
102,重庆朝华建筑劳务有限公司,15070171553,重庆市江津区几江鞍子街80号附2号2幢2单元8层1号,,,,李朝华
103,重庆九洋建设工程有限公司,13638305888,重庆市南岸区回龙路90号8幢31-5号（仅限用于行政办公、通讯联络）,,,,蔡勇
104,重庆旭源建筑装饰工程有限公司,15025482749,重庆市南岸区南坪街道南坪西路2号2单元16-1号,,,,饶静
105,重庆唐维装饰工程有限公司,18375855529,重庆市九龙坡区滩子口98号附6号,,,,唐青平
106,重庆新锦煜工程项目管理有限公司,68681811,重庆市九龙坡区石桥铺科园一路5号即创新大厦5楼508室,,,,李显剑
107,重庆双江环境综合服务产业有限公司沙坪坝分公司,13635404060,重庆市沙坪坝区石碾盘88号4栋16-4,,,,靳培军
108,重庆朗先农产品有限公司,023-64353425,重庆市江津区双福街道珊瑚大道6号双福国际农贸城水果市场4b-56,,,,管斌
109,重庆港月果品有限责任公司,15736031669,重庆市渝中区菜袁路41号1区1排28号,,,,胡小兵
110,重庆禾原品农业有限公司,18584622227,重庆市渝中区中华路178号7-4,,,,吴天尧
111,重庆禹海阁商贸有限公司,15909305225,重庆市九龙坡区柳背桥路4号3-17-1号,,,,刘家
112,重庆佳多信农副产品有限公司,15025416971,重庆市江北区北城三路1号五江花园3幢20-4,,,,王斌
113,重庆薇鹏食品有限公司,15723453906,重庆市九龙坡区迎宾大道35号4-14-5号,,,,秦玉春
114,重庆哈得斯商贸有限公司,18108333992,重庆市南岸区南坪环湖路14号聚丰花园2幢22-4号,,,,唐维超
115,重庆东贵商贸有限公司,18580777199,重庆市九龙坡区石桥铺街道石新路158号附1号巴山建材城项目1期B栋2-65号,,,,岳静
116,重庆清欣吉商贸有限公司,18602331337,重庆市北部新区山茶路70号A栋18-7,,,,张永清
117,重庆市祭春电子商务有限公司,15223336650,重庆市九龙坡区金凤镇净慈寺村6社,,,,范励枫
118,重庆锰都药业有限公司,13310299999,重庆市秀山县平凯街道香林南路58号廊桥水岸一层,,,,程洪静
119,重庆医药集团铜梁医药有限公司,15215020129,重庆市铜梁区巴川街道办事处中兴路40号,,,,梁洪
120,重庆润元实业有限公司,15802380504,重庆市九龙坡区科园一路210号附7-9号,,,,谢自展
121,重庆亨华科技有限公司,13983628471,重庆市北部新区高新园人和街道镜泊中路5号1幢,,,,田林
122,重庆盈宝鑫科技有限公司,13983628471,重庆市北部新区高新园人和街道镜泊中路5号1幢,,,,田林
123,重庆辉悦煜煌商贸有限公司,15998920987,重庆市荣昌区昌元街道映月园162号门面,,,,赖文辉
124,重庆恒瀚科技发展有限公司,13527532532,重庆市合川区合阳办瑞山西路5号6幢附5、6号,,,,何流
125,重庆众筑工程机械租赁有限公司,13983269112,重庆市渝北区龙山街道新南路388号天邻风景3幢21-3,,,,邹德银
126,重庆艾瑞奇市政设施有限公司渝北分公司,15823208388,重庆市渝北区龙溪街道花卉园东路46号黄金堡城市花园B区2幢1单元1-7-2,,,,徐治蓉
127,重庆鲸鱼建筑材料有限公司,2363108797,重庆市南岸区南坪街道惠工路194号B幢10-5,,,,葛骏
128,重庆锦道商贸有限公司,13368410171,重庆市九龙坡区科园一路2号33-8,,,,罗海芬
129,重庆罗非商贸有限公司,18323297957,重庆市九龙坡区石新路33号渝洲新城5-13-6号,,,,杜巍
130,重庆鑫思博建材有限公司,18680899407,重庆市九龙坡区石桥铺石新路254号八益建材市场2-146号,,,,朱斌
131,重庆中友闽扬实业有限公司,13527388333,重庆市九龙坡区走马镇乐园村10社1号走马国际石材市场A2-11、13号,,,,郑友明
132,重庆骑玉祥建材有限公司,13678414512,重庆市沙坪坝区天马路95号附39号,,,,刘小兵
133,重庆富通消防设备有限公司,18008260321,重庆市渝中区菜袁路27号名义层2层A2号,,,,粱勇
134,重庆马腾汽车销售服务有限公司,13350382677,重庆市九龙坡区石新路123号附16号,,,,谭书彬
135,重庆鸿易盛进出口贸易有限公司,13608333119,重庆市渝中区南区路120号12-3#,,,,甘莉
136,重庆懿炎科技有限公司,15902340389,重庆市九龙坡区华福大道北段15号22号楼21-1号,,,,张治
137,重庆中核阀门销售有限公司,15730367861,重庆市九龙坡区科城路68号9-7#,,,,洪安生
138,重庆曼柰柯斯电气有限公司,18602319595,重庆市南岸区亚太路9号6幢26-11号,,,,施建兵
139,重庆铭速电力设备有限公司,18423076644,重庆市九龙坡区科城路99号10-2-7号(仅限用于行政办公、通讯联络),,,,王红梅
140,重庆优海电子有限公司,18696777757,重庆市九龙坡区石桥铺石杨路17-18-9-2号,,,,胡骑
141,重庆墨凡电脑有限公司,15213386745,重庆市九龙坡区科创路65号附2-17-8号,,,,郝禹
142,重庆联琪科技有限公司,13508367136,重庆市九龙坡区石小路195号1幢16-10号,,,,陈波
143,重庆骏硕物资有限公司,17782271720,重庆市北部新区金山大道18号23幢27-4,,,,赵杨
144,重庆市长寿区安勇物资回收服务部,13389615162,重庆市长寿区凤城凤园路15号附8-9,,,,安勇
145,重庆天天医疗设备有限公司,13101316355,重庆市渝北区人和金科.天籁城.紫园第6幢2-401号（仅限用于行政办公、通讯联络）,,,,肖清
146,重庆仙石商贸有限公司,13594501662,重庆市北部新区金渝大道89号11幢1-5-3,,,,贾强俸
147,重庆凯贝汇商贸有限公司,13908300089,重庆市北部新区金开大道1118号3幢2单元5-1,,,,徐刚
148,重庆慧明石材护理有限公司,13983784062,重庆市南岸区茶园新区同景路16号5幢23-10号,,,,周宗会
149,重庆泽程圆贸易有限公司,86063090,重庆市江北区石马河山水丽都23栋2-1,,,,杨盼
150,宝庆（重庆）商贸有限公司第八分店,63918219-820,重庆市大渡口区松青路1099号裙楼LG层028号,,,,陈伟珮
151,重庆云迈商贸有限责任公司,15067891791,重庆市江北区海尔路319号4-2-58,,,,王智洁
152,重庆彬豪电子科技有限公司,13709403790,重庆市渝北区回兴街道双湖路1号水木天地5幢3-7,,,,曾德彬
153,利越（上海）服装商贸有限公司重庆第三分公司,13438363041,重庆市渝北区双凤桥街道金航路1号金港国际22幢1-4、1-5、1-6（部分面积）,,,,张中志
154,重庆领域实业有限公司,13808346232,重庆市渝北区回兴街道霓裳大道9号附8、9、10号富渝苑B区3幢1-门面2,,,,彭卿
155,重庆商社新世纪百货连锁经营有限公司渝北空港店,18580870960,重庆市渝北区双凤桥街道空港大道333号附24号金易.上品源1-6幢.裙房幢-1-7#-1,,,,王静
156,重庆封沁林商贸有限公司,023-68823023,重庆市九龙坡区杨家坪珠江路48号1幢17-22#,,,,忻侃特
157,重庆商社新世纪百货连锁经营有限公司华新街店,67765201,重庆市江北区建新南路18号附43、44号,,,,曾广红
158,重庆商社新世纪百货连锁经营有限公司大湾店,67983435,重庆市江北区桥北苑5号附1号1-1,,,,黄虹
159,重庆新盛汇电子商务有限公司,13648357168,重庆市荣昌区昌州街道昌龙大道37号2幢14-5,,,,雷光旭
160,重庆天时地利国际贸易有限公司,15178787679,重庆市永川区大安街道办事处红权路7号,,,,欧娇娇
161,重庆修贵电子商务经营部,13220305703,重庆市永川区渝西大道中段918号5幢26-5,,,,龙洋
162,重庆俊玮消防设备有限公司,15922778075,重庆市江津区双福镇恒大大道1号恒大金碧天下603幢1-26-2,,,,周晓晓
163,重庆市长寿区民爱副食经营部,15680947602,重庆市长寿区凤城三峡路22号1-4号,,,,吴刚
164,重庆商社新世纪百货连锁经营有限公司渝北中心店,13983204360,重庆市渝北区双凤桥街道义学路2号金易都会,,,,骆春
165,重庆商社新世纪百货连锁经营有限公司回兴店,13996800955,重庆市渝北区回兴街道宝桐路1号附9号圣湖天域1幢负1-1,,,,熊建英
166,重庆丘鼎商贸有限公司,13272678950,重庆市渝北区龙溪街道民安大道1000号巴蜀丽景1幢2-4/5-6,,,,胡危英
167,重庆聚团网络科技有限公司,18974515885,重庆市渝北区回兴街道霓裳大道11号5幢整幢,,,,刘芳诺
168,重庆芷昊农业发展有限公司,13908385285,重庆市渝北回兴街道宝圣东路一巷84号3幢1-25,,,,张廷玲
169,重庆花蔓谷花卉有限公司,18680800016,重庆市渝北区回兴街道翠屏路11号东衡槟城2幢3-1-,,,,陈琼
170,重庆奎亚拓机器人有限公司,13657651873,重庆市渝北区双凤桥街道环港路11号1幢3工业,,,,赵念
171,重庆晏扬医疗器械有限责任公司,13018319997,重庆市渝北区回兴街道双湖路11号5-1号水木天地6幢5-办公区1,,,,张羽程
172,重庆凯嘉建筑工程有限公司,13637969667,重庆市渝北区龙溪街道龙脊路101号B幢14-3,,,,甘润
173,重庆常喜营销策划有限责任公司,13983142882,重庆市渝北区食品城大道18号重庆广告产业园,,,,谭晓婷
174,重庆铭书科技有限公司,13983075689,重庆市渝北区龙塔街道尚品路777号鲁能星城五街区9幢12-2,,,,曹明书
175,重庆佰特莱科技有限公司,13752955518,重庆市北碚区柑子湾7号6-6,,,,王影
176,重庆民凡商贸有限公司,15086688064,重庆市北碚区云清路68号3幢5单元1-1,,,,罗应平
177,重庆陆合实业有限公司,13883508041,重庆市南岸区南坪街道南坪西路2号2单元23-6号,,,,周洪
178,重庆益捷飞电子商务有限公司,13594092053,重庆市南岸区南坪街道南坪北路8号20-1号20楼156号,,,,龙飞
179,重庆弘同电子商务有限公司,15923573657,重庆市南岸区南坪街道南坪北路8号20-1号20楼137号,,,,吴颖
180,重庆珂第电子商务有限公司,13984594626,重庆市南岸区南坪街道南坪北路8号20-1号20楼149号,,,,周海祥
181,重庆婧暮春商贸有限公司,17782295260,重庆市沙坪坝区大学城南路22号2幢13-4,,,,夏豪杰
182,重庆启扬办公设备有限公司,13983208890,重庆市沙坪坝区荔枝桥4号附1号20-8,,,,丁德芳
183,重庆韦布斯网络科技有限公司,15923997992,重庆市江北区盘溪七支路11号7楼u704,,,,林云志
184,重庆朗御日化有限公司,13883026866,重庆市江北区西环路8号2幢18-12,,,,林秋鹏
185,重庆财辉春商贸有限公司,13996377558,重庆市江北区渝澳大道15号2单元27-1,,,,张燕
186,重庆欧力吉环保科技有限公司,13883208992,重庆市江北区洋河中路116号2单元28-4,,,,卓敏
187,重庆隆力景建筑材料有限公司,18883324382,重庆市江北区山水天成3号27-6,,,,王庆洪
188,重庆小鼎餐饮管理有限公司,13883361417,重庆市渝中区人和街15号附9号1层门面,,,,余秋池
189,重庆鑫程汽车配件有限公司,13028354130,重庆市涪陵区太极大道29号综合楼1层第13、14号门面,,,,杨容
190,巫山县塘鸭子粮油有限责任公司,18716502909,重庆市巫山县高唐街道广东西路29号负一楼,,,,刘典榜
191,重庆市长寿区金健康保健食品经营部,18375921903,重庆市长寿区兴学园三巷7号2幢1单元1-2,,,,张彦
192,重庆市麒龙壹玖壹玖商贸有限公司,18375812818,重庆市合川区南津街街道办事处南津街515号,,,,张进
193,重庆市长寿区康霞茶叶经营部,18580443028,重庆市长寿区晏家晏中路9号1幢1-9,,,,沈建康
194,重庆市长寿区启光酒类经营部,18523354088,重庆市长寿区凤城凤中路1号,,,,杨宇平
195,重庆商豪食品有限责任公司,13896474027,重庆市彭水县汉葭街道亭子村1组（乌龟堡）,,,,钱学建
196,重庆市长寿区王炼副食经营部,18523924542,重庆市长寿区凤城兴隆路9号2幢附1-1,,,,王芳
197,重庆市长寿区鑫鹏副食经营部,13368100505,重庆市长寿区凤城兴隆路9号2幢2-2-3,,,,易淑芳
198,重庆恩特健商贸有限公司,13883612463,重庆市渝北区龙溪街道新溉大道6号都会首站9幢17-13,,,,傅睿丽
199,上海狮格服饰有限公司重庆百联分公司,13764754118,重庆市南岸区南坪西路38号上海购物中心一层138、140店,,,,吕泰玲
200,重庆依稀服饰设计有限公司,13012371368,重庆市九龙坡区金凤镇海兰村1社,,,,刘保权
201,重庆简裁服饰有限公司,15923338956,重庆市江北区建新北路16号21-8,,,,冉建云
202,重庆市江津区启柱电子商务经营部,15823251596,重庆市江津区白沙镇麻柳湾居外滨江路5#地块综合楼2-6-2#,,,,雷万琴
203,重庆芈月电子商务有限公司,18223158248,重庆市南岸区江南大道7号2栋21-8号,,,,徐婷婷
204,重庆恺迹电子商务有限公司,18523780651,重庆市南岸区南坪街道南坪北路8号20-1号20楼109号,,,,何美玲
205,重庆鑫宏公电子商务有限公司,18100875765,重庆市南岸区南坪街道南坪北路8号20-1号20楼119号,,,,汪仲毅
206,重庆四季伊人电子商务有限公司,18580508080,重庆市渝中区道门口19、20号、陕西路47号、打铜街1号平街三层A3-10#A区04号,,,,刘若怡
207,重庆云途装饰设计有限责任公司,18983177983,重庆市云阳县青龙街道云江大道1253号610,,,,余绍江
208,重庆市南川区速腾复印部,13388973248,重庆市南川区文化路137号（南川道南中学北大门北环路25号附1号）,,,,张敏
209,重庆市长寿区王徐副食经营部,15213258600,重庆市长寿区凤城凤中路18号,,,,王明会
210,重庆市万盛经开区奔奔体育用品店,15823327256,重庆市万盛区万东北路153号1-18号,,,,包前进
211,重庆润丰医药有限公司金太阳大药房二店,13628201219,重庆市云阳县青龙街道民德路705号,,,,帅志国
212,重庆弘圣医药有限公司,15923547508,重庆市南岸区茶园新区迎春路12号（办公楼）,,,,谷振营
213,重庆顺钱轮商贸有限公司,023-47931228,重庆市江津区双福街道珊瑚路1号和润国际汽摩城30幢1-2,,,,谢鑫红
214,重庆拂什沃瑞汽车销售服务有限公司渝北分公司,13452157615,重庆市渝北区回兴街道金锦路31号1幢,,,,王好
215,重庆金非汽车经纪有限公司綦江分公司,13220343798,重庆市綦江区文龙街道通惠新城工业园区食品园,,,,杨金刚
216,重庆马踏飞燕商贸有限公司,18696904675,重庆市南岸区腾黄路11号附27号,,,,冉小平
217,深圳市泰丰华盈汽车贸易有限公司重庆分公司,18665929528,重庆市江北区嘉陵一村41号3幢13-6,,,,江发川
218,重庆秉夏机械设备有限公司,18002315816,重庆市渝北区龙溪街道锦坪街5号1幢2-2-2,,,,牟来恩
219,重庆市连承汽车配件销售有限公司,18983832201,重庆市渝北区双凤桥街道安康路188号1幢3-4-1,,,,张艳霞
220,巫山县刘敬珍电器商行,13330318510,重庆市巫山县福田镇北大街13栋2号,,,,刘敬珍
221,重庆华锐制冷设备安装工程有限公司渝中区分公司,18696606912,重庆市渝中区上清寺1号7-10,,,,张三英
222,重庆瑞田教育科技有限公司,13808357528,重庆市北部新区星光大道98号9-1,,,,蔚福明
223,重庆悉雅特万科思科技有限公司,13996499983,重庆市渝北区龙溪街道松牌路145号鼎祥.风华美锦1幢22-10,,,,余兵
224,重庆艾瑞克科技有限公司,18580507577,重庆市渝北区双凤桥街道环港路11号1幢3工业,,,,张鹏
225,重庆定友网络科技有限公司,13388909979,重庆市万州区杜家花园路783号,,,,李再荣
226,重庆市永川区魏星电子商务经营部,17782359686,重庆市永川区迎宾大道15号,,,,魏星
227,重庆市长寿区凤伟电子商务服务部,13340202678,重庆市长寿区迎宾路5号附3号,,,,黄凤
228,重庆坦旺通讯设备有限公司,17783262606/67064232,重庆市渝北区龙山街道余松路299号阳光地中海2幢22-6,,,,杜勇
229,重庆全广福贸易有限公司,13220203226,重庆市九龙坡区杨家坪杨渡二村42幢2-4-8#,,,,程时林
230,重庆市锢杰电子有限公司,18688309411,重庆市丰都县三合街道沙湾路144号,,,,姚芳彬
231,重庆臻优逸电子商务有限公司,18223397720,重庆市荣昌区昌州街道灵方大道19号创新发展中心3楼306房间3号工位,,,,邓学辉
232,重庆乐易通科技有限公司,13418993533,重庆市渝北区空港园区93号地块,,,,马有
233,重庆藤环电气有限公司,023-81324609,重庆市九龙坡区九龙园区华龙大道56号6幢19-4号,,,,闫中华
234,重庆枭贰商贸有限公司,2378859556,重庆市彭水县汉葭街道文庙街58号黔龙阳光国际A区8号楼31层31-1   ,,,,杨祥清
235,重庆市万州区腾贵建材有限公司,13228510610,重庆市万州区王家坡正街264号30-3,,,,李贵军
236,重庆亮亮门业有限公司,13886049508,重庆市北部新区高新园人和街道镜泊中路5号1幢,,,,胡佳德
237,重庆市长寿区世清建材经营部,13308302576,重庆市长寿区凤城街道黄桷湾金桥大厦,,,,王超群
238,重庆旭华装饰工程有限公司渝北分公司,13677696463,重庆市渝北区龙溪街道松石支路81号B幢2-3-3,,,,骆向东
239,重庆钜豪金属材料有限公司,023-61789102,重庆市九龙坡区火炬大道8号绿云石都A区3栋196号,,,,洪荣辉
240,重庆精永建材有限公司,023-67354322,重庆市九龙坡区杨家坪西郊支路9-7号,,,,黄平
241,重庆游彬商贸有限公司,023-67355687,重庆市九龙坡区杨家坪正街24号附5号11-4号,,,,陈欢
242,重庆市万州区丹朋建材经营部,18781926328,重庆市万州区龙都大道550号万安建材市场B区2-1,,,,周丹
243,重庆恒锦源进出口有限公司,13711424904,重庆市北部新区人和镇人和大道6号附17-1号,,,,刘钢
